Unique_ID,Researcher,Name of Document,Issuer,Date of Issue,URL,Sector,Sector_Override,Country,Matched_PDF,Confirmed_Match,Citation_Label,Citation_Source,Normalized Principles,Normalized Values,Disvalue_Flag,Notes,Likely_File_Match
DOC_178,Hinrichs,New Artificial Intelligence Legislation in Mexico,Mexican Congress,2025.0,https://www.globalpolicywatch.com/2025/03/new-artificial-intelligence-legislation-in-mexico/,Government,gov,Mexico,,No,"Mexican Congress, 2025",New Artificial Intelligence Legislation in Mexico,"Principles: fostering responsible innovation, protecting human rights, ensuring privacy and data protection, promoting ethical AI use, addressing socio-economic challenges, advancing technological sovereignty; "," inclusivity, sustainability, societal trust, collaboration, fairness",,,No
DOC_179,Hinrichs,Nordic-Baltic Region’s AI Declaration,"Ministers from Denmark, Estonia, Finland, the Faroe Islands, Iceland, Latvia, Lithuania, Norway, Sweden, and the Åland Islands",2018.0,https://www.norden.org/en/declaration/ai-nordic-baltic-region?form=MG0AV3,Government,gov,Denmark,,No,"Ministers from Denmark, Estonia, Finland, the Faroe Islands, Iceland, Latvia, Lithuania, Norway, Sweden, and the Åland Islands, 2018",AI in the Nordic-Baltic region,"Principles: Human-centric approach, ethical AI development, transparency, accountability, inclusivity, sustainability, collaboration. ​
"," Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration.",,,No
DOC_180,Harvard,OECD AI Principles,Organisation for Economic Co-operation and Development (OECD),2019.0,https://www.oecd.org/en/topics/ai-principles.html?form=MG0AV3,Government,gov,International Organization,,No,"Organisation for Economic Co-operation and Development (OECD), 2019",OECD AI Principles 2019,"Principles: inclusive growth, sustainable development and well-being, human rights and democratic values, transparency and explainability, robustness, security and safety, accountability "," ethical responsibility, societal trust, inclusivity, fairness, sustainability",,,No
DOC_181,Hinrichs,OECD AI Principles,Organisation for Economic Co-operation and Development (OECD),2019.0,https://oecd.ai/en/dashboards/ai-principles,Government,gov,International Organization,,No,"Organisation for Economic Co-operation and Development (OECD), 2019",OECD AI Principles 2019,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability "," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,No
DOC_182,Hinrichs,OECD AI Principles,Organisation for Economic Co-operation and Development (OECD),2024.0,https://oecd.ai/en/ai-principles?form=MG0AV3,Government,gov,International Organization,,No,"Organisation for Economic Co-operation and Development (OECD), 2024",OECD AI Principles 2024,"Principles: inclusive growth, sustainable development, well-being, human-centered values, fairness, transparency, explainability, robustness, security, safety, accountability, addressing mis- and disinformation, safeguarding information integrity, responsible business conduct, environmental sustainability; "," human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability",,,No
DOC_183,Hinrichs,OECD Updates AI Principles to Stay Abreast of Rapid Technological Developments,Organisation for Economic Co-operation and Development (OECD),2024.0,https://www.oecd.org/en/about/news/press-releases/2024/05/oecd-updates-ai-principles-to-stay-abreast-of-rapid-technological-developments.html?form=MG0AV3,Government,gov,International Organization,,No,"Organisation for Economic Co-operation and Development (OECD), 2024",OECD Updates AI Principles 2024,"Principles: inclusive growth, sustainable development, well-being, human-centered values, fairness, transparency, explainability, robustness, security, safety, accountability, addressing mis- and disinformation, safeguarding information integrity, responsible business conduct, environmental sustainability; "," human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability",,,No
DOC_184,Hinrichs,"On AI, Jewish Thought Has Something Distinct to Say",Future of Life Institute (Author: David Zvi Kalman),2024.0,https://blogs.timesofisrael.com/open-vs-closed-ai-a-jewish-ethical-view/,Religious Organization,rel,USA,,No,"Future of Life Institute (Author: David Zvi Kalman), 2024","On AI, Jewish Thought","Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice​
"," Human dignity, moral agency, responsibility, transparency, inclusivity, justice",,,No
DOC_185,Jobin,OpenAI Charter,OpenAI,2018.0,,Industry,ind,USA,,No,"OpenAI, 2018","https://openai.com/charter/?form=MG0AV3
https://openai.com/index/moving-ai-governance-forward/?form=MG0AV3
https://openai.com/trust-and-transparency/?form=MG0AV3","Principles: Broadly distributed benefits, long-term safety, technical leadership, cooperative orientation.​
"," Humanity's welfare, ethical responsibility, collaboration, transparency, accountability.",,,No
DOC_186,Hinrichs,OpenAI’s Charter,OpenAI,2018.0,https://openai.com/charter/,Industy,ind,USA,,No,"OpenAI, 2018",OpenAI's Charter,Principles and ," Principles include inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, and accountability. Values emphasize innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, and responsible business conduct.",,,No
DOC_187,Hinrichs,Our Principles,Google,2024.0,https://ai.google/responsibility/principles/,Industry,ind,USA,,No,"Google, 2024",Google's AI Principles 2024,"Principles: Broadly distributed benefits, long-term safety, technical leadership, cooperative orientation, transparency, accountability, ethical AI development, robustness, fairness, security, human-centric AI.
"," Humanity’s welfare, ethical responsibility, collaboration, trust, openness, integrity, sustainability, inclusivity, safety. Notably, the 2024 update removed explicit prohibitions against developing AI for weapons or surveillance technologies. This shift has been linked to Google's intent to engage more flexibly in defense and security sectors, aligning with broader industry trends. ",,,No
DOC_188,Jobin,Our Principles,Google,2018.0,,Industry,ind,USA,,No,"Google, 2018",https://blog.google/technology/ai/ai-principles/?form=MG0AV3,"Principles: Be socially beneficial; avoid creating or reinforcing unfair bias; be built and tested for safety; be accountable to people; incorporate privacy design principles; uphold high standards of scientific excellence; be made available for uses that accord with these principles. ​
"," Social benefit, fairness, safety, accountability, privacy, scientific excellence, ethical responsibility.",,,No
DOC_189,Hinrichs,Oxford Martin AI Governance Initiative,"Oxford Martin School, University of Oxford",2025.0,https://www.oxfordmartin.ox.ac.uk/ai-governance,Academia,aca,UK,,No,"Oxford Martin School, University of Oxford, 2025",Oxford Martin AI Initiative,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; "," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,No
DOC_190,Hinrichs,Oxford’s Governance of AI Program,University of Oxford,2025.0,https://www.sbs.ox.ac.uk/oxford-ai-programmes?form=MG0AV3,Academia,aca,UK,,No,"University of Oxford, 2025",Oxford AI programs Said Business School University of Oxford,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; "," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,No
DOC_191,Floridi,Partnership on AI Tenets,Partnership on AI,2016.0,https://partnershiponai.org/tenets/,NGO,ngo,International,,No,"Partnership on AI, 2016",Partnership on AI Tenets,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability "," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,No
DOC_192,Jobin,Partnership on AI Tenets,Partnership on AI,2016.0,,Industy,ind,USA,,No,"Partnership on AI, 2016",https://partnershiponai.org/tenets/,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability "," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,No
DOC_193,Harvard,Partnership on AI Tenets,Partnership on AI (PAI),2016.0,https://partnershiponai.org/?form=MG0AV3,NGO,ngo,USA,,No,"Partnership on AI (PAI), 2016",Partnership on AI Principles 2016,"Principles: Beneficial AI, ethics and values, longer-term issues; "," Human well-being, fairness, transparency, accountability, safety",,,No
DOC_194,Hinrichs,Peking University Official Website,Peking University,2025.0,https://www.pku.edu.cn/en.html,Academia,aca,China,,No,"Peking University, 2025",Peking University ,"Principles: Adherence to core socialist values, promotion of fairness and justice, ensuring security and privacy, encouraging inclusivity and shared responsibility, fostering openness and collaboration; "," Social harmony, equitable development, trust, collective well-being, transparency​",,,No
DOC_195,Hinrichs,Policy for Use of AI in Teaching and Learning,National University of Singapore (NUS),2024.0,https://nus.edu.sg/newshub/news/2024/2024-11/2024-11-15/HUB-st-15nov-pB3.pdf,Academia,aca,Singapore,,No,"National University of Singapore (NUS), 2024",Policy for Use of AI in Teaching and Learning,"Principles: transparency, accountability, ethical usage, academic integrity, inclusivity "," innovation, excellence, resilience, integrity",,,No
DOC_196,Jobin,Policy Recommendations on Augmented Intelligence in Health Care H-480.940,American Medical Association (AMA),2018.0,,Healthcare,ind,USA,,No,"American Medical Association (AMA), 2018",https://policysearch.ama-assn.org/policyfinder/detail/augmented%20intelligence?uri=%2FAMADoc%2FHOD.xml-H-480.940.xml&form=MG0AV3,"Principles: Physician involvement, high-quality AI development, transparency, reproducibility, bias mitigation, patient privacy, security, education, legal oversight, equitable access.
"," Ethical responsibility, patient safety, accountability, fairness, inclusivity, trust, innovation.",,,No
DOC_197,Jobin,Position on Robotics and Artificial Intelligence,Green Digital Working Group,2016.0,,Government,gov,EU,,No,"Green Digital Working Group, 2016",https://felixreda.eu/wp-content/uploads/2017/02/Green-Digital-Working-Group-Position-on-Robotics-and-Artificial-Intelligence-2016-11-22.pdf,"Principles: human-centric development, ethical standards, transparency, accountability "," social justice, environmental sustainability",,,No
DOC_198,Harvard,Preparing for the Future of AI,"Executive Office of the President, National Science and Technology Council Committee on Technology",2016.0,https://obamawhitehouse.archives.gov/sites/default/files/whitehouse_files/microsites/ostp/NSTC/preparing_for_the_future_of_ai.pdf?form=MG0AV3,Government,gov,USA,,No,"Executive Office of the President, National Science and Technology Council Committee on Technology, 2016",Preparing for the Future of AI Obama 2016,"Principles: Public engagement, ethical AI development, safety and control, economic and workforce considerations, international collaboration. "," Transparency, accountability, inclusivity, security, fairness.",,,No
DOC_199,Jobin,Preparing for the Future of Artificial Intelligence,Executive Office of the President; National Science and Technology Council; Committee on Technology,2016.0,,Government,gov,USA,,No,"Executive Office of the President; National Science and Technology Council; Committee on Technology, 2016",https://obamawhitehouse.archives.gov/sites/default/files/whitehouse_files/microsites/ostp/NSTC/preparing_for_the_future_of_ai.pdf?form=MG0AV3,"Principles: Public engagement, ethical AI development, safety and control, economic and workforce considerations, international collaboration.
"," Transparency, accountability, inclusivity, security, fairness.",,,No
DOC_200,Hinrichs,Principled Artificial Intelligence,"Berkman Klein Center for Internet & Society, Harvard University",2020.0,https://cyber.harvard.edu/publication/2020/principled-ai?form=MG0AV3,Academia,aca,USA,,No,"Berkman Klein Center for Internet & Society, Harvard University, 2020",Principled Artificial Intelligence,"Principles: privacy, accountability, safety, security, transparency, explainability, fairness, non-discrimination, human control of technology, professional responsibility; "," promotion of human values, privacy protection, promotion of human rights, collaboration, sustainability",,,No
DOC_201,Harvard,Principled Artificial Intelligence: Mapping Consensus in Ethical and Rights-Based Approaches to Principles for AI,"Berkman Klein Center for Internet & Society, Harvard University",2020.0,https://www.nytimes.com/spotlight/new-work-summit-ai?form=MG0AV3,Academia,aca,USA,,No,"Berkman Klein Center for Internet & Society, Harvard University, 2020",Harvard Principled Artificial Intelligence,"Principles: Adaptability, continuous learning, human-AI collaboration, ethical deployment, workforce transformation. "," Innovation, responsibility, inclusivity, transparency, resilience.",,,No
DOC_202,Jobin,Principles for Accountable Algorithms and a Social Impact Statement for Algorithms,"Fairness, Accountability, and Transparency in Machine Learning (FATML)",2016.0,,"Academia 
Research",aca,USA,,No,"Fairness, Accountability, and Transparency in Machine Learning (FATML), 2016","https://www.fatml.org/resources/principles-for-accountable-algorithms?form=MG0AV3
https://sorelle.friedler.net/papers/principles.pdf?form=MG0AV3","Principles: Responsibility, explainability, accuracy, auditability, fairness. ​
Fat ML
"," Accountability, transparency, non-discrimination, ethical integrity.",,,No
DOC_203,Hinrichs,Principles for Ethical AI,Harvard Data Science Review,2019.0,https://hdsr.mitpress.mit.edu/pub/l0jsh9d1/release/8?form=MG0AV3,Academia,aca,USA,,No,"Harvard Data Science Review, 2019",Principles for Ethical AI,"Principles: Beneficence, non-maleficence, autonomy, justice, explicability; "," Well-being, safety, individual rights, fairness, transparency, accountability",,,No
DOC_204,Hinrichs,Principles for Using Generative A․I․ in The Times’s Newsroom,New York Times,2024.0,https://www.nytco.com/press/principles-for-using-generative-a%E2%80%A4i%E2%80%A4-in-the-timess-newsroom/?form=MG0AV3,Industry,ind,USA,,No,"New York Times, 2024",New York Times,"Principles: Transparency, ethical use, human oversight, accountability, factual accuracy, risk mitigation. "," Trust, journalistic integrity, responsibility, transparency, human judgment.",,,No
DOC_205,Jobin,Principles of Robotics,Engineering and Physical Sciences Research Council UK (EPSRC),2011.0,,Academia,aca,UK,,No,"Engineering and Physical Sciences Research Council UK (EPSRC), 2011",https://www.academia.edu/48798050/Principles_of_Robotics,"Principles: Safety, security, transparency, accountability, non-deception.​
"," Human well-being, ethical responsibility, trustworthiness.",,,No
DOC_206,Jobin,Privacy and Freedom of Expression in the Age of Artificial Intelligence,Privacy International & Article 19,2018.0,,Civil Society,ngo,UK,,No,"Privacy International & Article 19, 2018",https://www.article19.org/wp-content/uploads/2018/04/Privacy-and-Freedom-of-Expression-In-the-Age-of-Artificial-Intelligence-1.pdf?form=MG0AV3,"Principles: Transparency, accountability, privacy, data protection, freedom of expression, fairness, non-discrimination, human rights impact assessment, public engagement, legal safeguards.
"," Privacy, freedom of expression, human rights, equity, inclusivity, responsibility, security, digital rights.",,,No
DOC_207,Jobin,Protecting Individuals’ Privacy and Data in the Artificial Intelligence World,Intel Corporation,2018.0,https://www.intel.com/content/dam/www/public/us/en/ai/documents/Intels-AI-Privacy-Policy-White-Paper-2018.pdf?form=MG0AV3,Industry,ind,USA,,No,"Intel Corporation, 2018",https://www.intel.com/content/dam/www/public/us/en/ai/documents/Intels-AI-Privacy-Policy-White-Paper-2018.pdf?form=MG0AV3,"Principles: Privacy-by-design, explainability, accountability, ethical data processing, transparency, encryption, risk-based governance, data accessibility, automated decision safeguards.
"," Privacy, security, trust, fairness, ethical responsibility, data protection, innovation.",,,No
DOC_208,Hinrichs,Provisions of the Management of Deep Synthesis of Internet Information,Office of the Central Cyberspace Affairs Commission,2022.0,http://www.cac.gov.cn/2022-01/04/c_1642894606364259.htm,Government,gov,China,,No,"Office of the Central Cyberspace Affairs Commission, 2022",Provisions of the Management of Deep Synthesis of Internet Information,"Principles: Compliance with laws and regulations, adherence to social ethics, safeguarding national security and public interests, protection of citizens' legitimate rights.​
"," Social responsibility, ethical conduct, security, respect for individual rights.",,,No
DOC_209,Hinrichs,Provisions on the Management of Algorithmic Recommendation in Internet Information Services,Cyberspace Administration of China (CAC),2022.0,https://www.cac.gov.cn/2022-01/04/c_1642894606364259.htm,Government,gov,China,,No,"Cyberspace Administration of China (CAC), 2022",Provision on the Management of Algorithmic Recommendation in Internet Information Services,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; "," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,No
DOC_210,Hinrichs,PwC Responsible AI,PricewaterhouseCoopers (PwC),2024.0,https://www.pwc.com/gx/en/services/ai/responsible-ai.html?form=MG0AV3,Industry,ind,USA,,No,"PricewaterhouseCoopers (PwC), 2024",PwC Responsible AI,"Principles: Governance, interpretability and explainability, bias and fairness, robustness and security, ethics and regulation; "," Trustworthiness, accountability, transparency, equity, safety, compliance",,,No
DOC_211,Hinrichs,PwC's Responsible AI,PricewaterhouseCoopers (PwC),2025.0,https://www.pwc.com/sg/en/services/reimagine-digital/data-optimisation/what-is-responsible-ai.html?form=MG0AV3,Industry,ind,USA,,No,"PricewaterhouseCoopers (PwC), 2025",PwC's Responsible AI 2021,"Principles: Governance, interpretability and explainability, bias and fairness, robustness and security, ethics and regulation; "," Trustworthiness, accountability, transparency, equity, safety, compliance​",,,No
DOC_212,Jobin,Report of COMEST on Robotics Ethics,UNESCO/COMEST,2017.0,,International Organization,ind,France,,No,"UNESCO/COMEST, 2017",https://unesdoc.unesco.org/ark:/48223/pf0000253952?form=MG0AV3,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility.​
"," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,No
DOC_213,Harvard,Report of Comest on Robotics Ethics,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",2018.0,https://unesdoc.unesco.org/ark:/48223/pf0000253952?form=MG0AV3,NGO,ngo,International,,No,"United Nations Educational, Scientific and Cultural Organization (UNESCO), 2018",UNESCO AI Principles,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility. "," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,No
DOC_214,Jobin,Report on Artificial Intelligence and Human Society,Advisory Board on Artificial Intelligence and Human Society (initiative of the Minister of State for Science and Technology Policy),2017.0,,Government,gov,Japan,,No,"Advisory Board on Artificial Intelligence and Human Society (initiative of the Minister of State for Science and Technology Policy), 2017",https://www8.cao.go.jp/cstp/tyousakai/ai/summary/aisociety_en.pdf?form=MG0AV3,"Principles: Human-centric approach, respect for human rights, privacy protection, ensuring security, fairness, accountability, transparency, inclusivity, sustainability, collaboration.
"," Human dignity, privacy, security, fairness, accountability, transparency, inclusivity, sustainability, collaboration.",,,No
DOC_215,Hinrichs,Report on the Use of AI at Apple Inc.,Segal Marco Advisors (Lead Filer),2024.0,https://collaborate.unpri.org/group/20921/stream,Industy,ind,USA,,No,"Segal Marco Advisors (Lead Filer), 2024",Apple AI Shareholder Proposal,"Principles: AI transparency reporting, ethical AI guidelines, alignment with AI Bill of Rights, corporate responsibility, sustainability; "," Algorithmic discrimination protections, data privacy, notice and explanation, human alternatives, consideration, fallback​",,,No
DOC_216,Jobin,Report with Recommendations to the Commission on Civil Law Rules on Robotics,European Parliament,2017.0,,Inter-Governmental Organization,gov,EU,,No,"European Parliament, 2017",https://www.europarl.europa.eu/doceo/document/A-8-2017-0005_EN.html?form=MG0AV3,"Human safety, freedom of choice, privacy protection, data management, prevention of manipulation, social connectivity, equal access, limitation on human enhancement",,,,No
DOC_217,Hinrichs,Responsible AI #AIFORALL,National Institution for Transforming India (NITI Aayog),2023.0,https://www.niti.gov.in/sites/default/files/2023-03/National-Strategy-for-Artificial-Intelligence.pdf,Government,gov,India,,No,"National Institution for Transforming India (NITI Aayog), 2023",Responsible AI #AIFORALL,"healthcare, agriculture, education, smart cities and infrastructure, smart mobility and transportation, data availability and quality, skilled workforce, ethical considerations, privacy, security, research and development, skilling for the AI age, accelerating adoption, ethics, privacy, security",,,,No
DOC_218,Jobin,Responsible AI and Robotics. An Ethical Framework.,Accenture UK,2018.0,,Business,ind,UK,,No,"Accenture UK, 2018","https://www.accenture.com/gb-en/insights/artificial-intelligence/responsible-ai-principles-practice?form=MG0AV3
https://www.accenture.com/content/dam/accenture/final/a-com-migration/pdf/pdf-149/accenture-responsible-ai-final.pdf#zoom=50
https://www.accenture.com/gb-en/services/data-ai/responsible-ai?form=MG0AV3","Principles: Accountability, transparency, fairness, honesty, human-centricity, privacy, sustainability, safety, robustness.
"," Trust, ethical responsibility, inclusivity, societal well-being.",,,No
DOC_219,Hinrichs,Responsible AI Collaborative (Joint Industry Initiative),Responsible AI Institute,2016.0,https://www.responsible.ai/?form=MG0AV3,Industy,ind,USA,,No,"Responsible AI Institute, 2016",Responsible AI Collaborative Joint Industry Initiative,"Principles: Transparency, explainability, fairness, accountability, privacy, security, robustness.​
"," Ethical responsibility, trustworthiness, inclusivity, societal well-being.",,,No
DOC_220,Hinrichs,Responsible AI DoD's Ethical Principles for AI,Carnegie Mellon,2022.0,https://apps.dtic.mil/sti/trecms/pdf/AD1156709.pdf?form=MG0AV3https://news.pantheon.cmu.edu/stories/archives/2025/march/experts-tackle-generative-ai-ethics-and-governance-at-2025-kl-gates-cmu-conference?form=MG0AV3,Academia,aca,USA,,No,"Carnegie Mellon, 2022",Responsible AI DoD's Ethical Principles for AI,"Principles: Responsibility, equitability, traceability, reliability, governability, transparency, ethical AI development, governance, risk assessment, societal impact.
"," Ethical responsibility, accountability, fairness, safety, security, human-centric AI, trust, sustainability.",,,No
DOC_221,Jobin,Responsible AI Framework,PricewaterhouseCoopers UK,2019.0,,Industry,ind,UK,,No,"PricewaterhouseCoopers UK, 2019",https://www.pwc.co.uk/services/risk/insights/accelerating-innovation-through-responsible-ai/responsible-ai-framework.html?form=MG0AV3,"Principles: Strategic alignment, realistic expectations, partner clarity, transparency, regulatory compliance, organizational structure. 
"," Responsibility, accountability, transparency, ethical integrity.",,,No
DOC_222,Hinrichs,Responsible AI Principles,Amazon Web Services (AWS),2025.0,https://aws.amazon.com/ai/responsible-ai/,Industy,ind,USA,,No,"Amazon Web Services (AWS), 2025",Responsible AI Principles,"Principles: fairness, explainability, privacy and security, safety, controllability, veracity and robustness, governance, transparency; "," ethical AI use, accountability, inclusivity, trustworthiness",,,No
DOC_223,Hinrichs,Responsible AI Principles and Practices,Accenture,2021.0,https://www.accenture.com/us-en/insights/artificial-intelligence/responsible-ai-principles-practice?form=MG0AV3,Industry,ind,International,,No,"Accenture, 2021",Responsible AI Principles and Practices,"Principles: accountability, transparency, fairness, privacy, security, robustness, inclusivity, human-centric design, explainability, sustainability, "," ethical responsibility, societal trust, innovation, inclusivity",,,No
DOC_224,Hinrichs,"Responsible AI Principles
Responsible AI Transparency Report 2024",Microsoft,2024.0,,Industry,ind,USA,,No,"Microsoft, 2024","https://www.microsoft.com/en-us/ai/principles-and-approach/?form=MG0AV3
https://www.microsoft.com/en-us/ai/responsible-ai?form=MG0AV3
https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Responsible-AI-Transparency-Report-2024.pdf","Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability. "," Trust, ethical responsibility, accessibility, equity, security, human oversight.",,,No
DOC_225,Hinrichs,Responsible AI: AI for All Approach Document,"NITI Aayog, India",2023.0,,Government,gov,India,,No,"NITI Aayog, India, 2023",https://www.niti.gov.in/sites/default/files/2023-03/Responsible-AI-AIForAll-Approach-Document-for-India-Part-Principles-for-Responsible-AI.pdf?form=MG0AV3&form=MG0AV3,"Principles: Inclusivity, transparency, accountability, privacy safeguards, ethical and responsible AI use, ensuring societal trust, mitigating biases and discrimination, securing informed consent, data minimization and purpose limitation, accuracy and security in data handling, and equitable AI access. "," Ethical responsibility, fairness, societal trust, equity, innovation, and human-centric AI design.",,,No
DOC_226,Jobin,Responsible Bots: 10 Guidelines for Developers of Conversational AI,Microsoft,2018.0,,Industry,ind,USA,,No,"Microsoft, 2018",https://www.microsoft.com/en-us/research/publication/responsible-bots/?form=MG0AV3,"Principles: Transparency, accountability, privacy, security, reliability, safety, inclusiveness, fairness, user empowerment, continuous improvement.​
"," Trust, ethical responsibility, respect, user autonomy, innovation",,,No
DOC_227,Hinrichs,Rise of the Robots,Martin Ford,2015.0,,Business,ind,USA,,No,"Martin Ford, 2015",https://www.basicbooks.com/titles/martin-ford/rise-of-the-robots/9780465097531/,"Principles: do good, for humanity, be responsible, control risks, be ethical, be diverse and inclusive, open and share, use wisely and properly; "," human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability",,,No
DOC_228,Hinrichs,Risk Management Profile for Artificial Intelligence and Human Rights,US Department of State,2024.0,,Government,gov,USA,,No,"US Department of State, 2024","https://2021-2025.state.gov/risk-management-profile-for-ai-and-human-rights/?form=MG0AV3
","Principles: Human rights protection, ethical AI development, risk assessment, transparency, accountability, compliance with international law.​
"," Dignity, fairness, justice, responsibility, trust.",,,No
DOC_229,Hinrichs,Robots Should Be Slaves,"Hertie School in Berlin, Joanna Bryson",2007.0,,Academia,aca,EU,,No,"Hertie School in Berlin, Joanna Bryson, 2007",https://www.joannajbryson.org/publications,"human responsibility, transparency, accountability, ethical design, governance, non-anthropomorphization, regulation, AI as tools, moral agency, societal impact",,,,No
DOC_230,Hinrichs,Rome Call for AI Ethics,"Pontifical Academy for Life, Microsoft, IBM, FAO, Italian Ministry of Innovation",2020.0,,Religion,rel,Italy,,No,"Pontifical Academy for Life, Microsoft, IBM, FAO, Italian Ministry of Innovation, 2020",https://romecall.org/,"Principles: transparency, inclusion, accountability, impartiality, reliability, security, privacy "," human dignity, shared responsibility, ethical innovation, societal trust",,,No
DOC_231,Hinrichs,Russia’s AI Strategy 2030,President of the Russian Federation,2019.0,,Government,gov,Russian Federation,,No,"President of the Russian Federation, 2019","https://cset.georgetown.edu/wp-content/uploads/Decree-of-the-President-of-the-Russian-Federation-on-the-Development-of-Artificial-Intelligence-in-the-Russian-Federation-.pdf?form=MG0AV3
https://government.ru/en/news/49604/?form=MG0AV3
https://wp.oecd.ai/app/uploads/2021/12/Ukraine_National_Strategy_for_Development_of_Artificial_Intelligence_in_Ukraine_2021-2030.pdf","Principles: Protection of human rights and freedoms, security, transparency, technological sovereignty, innovation cycle integrity, reasonable thrift, support for competition. 
"," Human rights, security, transparency, technological independence, innovation, economic efficiency, competitive fairness.",,,No
DOC_232,Hinrichs,Salesforce’s Ethical Use of Technology,Salesforce,2023.0,,Industy,ind,USA,,No,"Salesforce, 2023","https://www.salesforce.com/company/ethical-use-policy/?form=MG0AV3
https://www.salesforce.com/company/ethical-and-humane-use/?form=MG0AV3","Principles: Human rights, privacy, safety, transparency, inclusion. ​
"," Trust, customer success, innovation, equality, sustainability. ",,,No
DOC_233,Jobin,SAP’s Guiding Principles for Artificial Intelligence,SAP,2018.0,,Industy,ind,Germany,,No,"SAP, 2018",https://www.sap.com/documents/2022/01/a8431b91-117e-0010-bca6-c68f7e60039b.html?form=MG0AV3,"Proportionality and do not harm, safety and security, fairness and non-discrimination, sustainability, right to privacy and data protection, human oversight and determination, transparency and explainability, responsibility and accountability, awareness and literacy, multi-stakeholder and adaptive governance and collaboration",,,,No
DOC_234,Jobin,"Science, Law and Society (SLS) Initiative",The Future Society,2017.0,,Civil Society,ngo,USA,,No,"The Future Society, 2017",https://thefuturesociety.org/principles-law-and-society-initiative/?form=MG0AV3,"Principles: Equality and human flourishing, transparency, accountability, measurability, competence, inclusive dialogue.
"," Human rights, dignity, freedom, transparency, accountability, effectiveness, competence, inclusivity.",,,No
DOC_235,Hinrichs,"Scotland’s AI Strategy: Trustworthy, Ethical, and Inclusive",Scottish Government,2021.0,https://www.gov.scot/publications/scotlands-ai-strategy-trustworthy-ethical-inclusive/?form=MG0AV3scotlandaistrategy.com,Government,gov,Scotland,,No,"Scottish Government, 2021","Scotland's AI Strategy: Trustworthy, Ethical, and Inclusive","Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability; "," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,No
DOC_236,Hinrichs,Shanghai Jiao Tong University Global News,Shanghai Jiao Tong University,2024.0,,Academia,aca,China,,No,"Shanghai Jiao Tong University, 2024",https://global.sjtu.edu.cn/en/news/view/1520,"Principles: data privacy, data security, copyright, academic integrity, ethics, fairness, data accuracy, regulatory mechanisms
"," training capabilities, critical thinking cultivation",,,No
