Document ID,Title,Researcher,Year,Issuer,Country,Source URL,Extracted Terms,Normalized Values,Values Referenced,Principles Mentioned,Downloaded,Source Group,Notes
D203,Principled Artificial Intelligence,Hinrichs,2020.0,"Berkman Klein Center for Internet & Society, Harvard University",USA,Principled Artificial Intelligence,"Principles: privacy, accountability, safety, security, transparency, explainability, fairness, non-discrimination, human control of technology, professional responsibility; Values: promotion of human values, privacy protection, promotion of human rights, collaboration, sustainability"," promotion of human values, privacy protection, promotion of human rights, collaboration, sustainability",,,N,Hinrichs,
D204,Principled Artificial Intelligence: Mapping Consensus in Ethical and Rights-Based Approaches to Principles for AI,Harvard,2020.0,"Berkman Klein Center for Internet & Society, Harvard University",USA,Harvard Principled Artificial Intelligence,"Principles: Adaptability, continuous learning, human-AI collaboration, ethical deployment, workforce transformation. Values: Innovation, responsibility, inclusivity, transparency, resilience."," Innovation, responsibility, inclusivity, transparency, resilience.",,,N,Harvard,
D205,Principles for Accountable Algorithms and a Social Impact Statement for Algorithms,Jobin,2016.0,"Fairness, Accountability, and Transparency in Machine Learning (FATML)",USA,"https://www.fatml.org/resources/principles-for-accountable-algorithms?form=MG0AV3
https://sorelle.friedler.net/papers/principles.pdf?form=MG0AV3","Principles: Responsibility, explainability, accuracy, auditability, fairness. ​
Fat ML
Values: Accountability, transparency, non-discrimination, ethical integrity."," Accountability, transparency, non-discrimination, ethical integrity.",,,N,Jobin,
D206,Principles for Ethical AI,Hinrichs,2019.0,Harvard Data Science Review,USA,Principles for Ethical AI,"Principles: Beneficence, non-maleficence, autonomy, justice, explicability; Values: Well-being, safety, individual rights, fairness, transparency, accountability"," Well-being, safety, individual rights, fairness, transparency, accountability",,,N,Hinrichs,
D207,Principles for Using Generative A․I․ in The Times’s Newsroom,Hinrichs,2024.0,New York Times,USA,New York Times,"Principles: Transparency, ethical use, human oversight, accountability, factual accuracy, risk mitigation. Values: Trust, journalistic integrity, responsibility, transparency, human judgment."," Trust, journalistic integrity, responsibility, transparency, human judgment.",,,N,Hinrichs,
D208,Principles of Robotics,Jobin,2011.0,Engineering and Physical Sciences Research Council UK (EPSRC),UK,https://www.academia.edu/48798050/Principles_of_Robotics,"Principles: Safety, security, transparency, accountability, non-deception.​
Values: Human well-being, ethical responsibility, trustworthiness."," Human well-being, ethical responsibility, trustworthiness.",,,N,Jobin,
D209,Privacy and Freedom of Expression in the Age of Artificial Intelligence,Jobin,2018.0,Privacy International & Article 19,UK,https://www.article19.org/wp-content/uploads/2018/04/Privacy-and-Freedom-of-Expression-In-the-Age-of-Artificial-Intelligence-1.pdf?form=MG0AV3,"Principles: Transparency, accountability, privacy, data protection, freedom of expression, fairness, non-discrimination, human rights impact assessment, public engagement, legal safeguards.
Values: Privacy, freedom of expression, human rights, equity, inclusivity, responsibility, security, digital rights."," Privacy, freedom of expression, human rights, equity, inclusivity, responsibility, security, digital rights.",,,N,Jobin,
D210,Protecting Individuals’ Privacy and Data in the Artificial Intelligence World,Jobin,2018.0,Intel Corporation,USA,https://www.intel.com/content/dam/www/public/us/en/ai/documents/Intels-AI-Privacy-Policy-White-Paper-2018.pdf?form=MG0AV3,"Principles: Privacy-by-design, explainability, accountability, ethical data processing, transparency, encryption, risk-based governance, data accessibility, automated decision safeguards.
Values: Privacy, security, trust, fairness, ethical responsibility, data protection, innovation."," Privacy, security, trust, fairness, ethical responsibility, data protection, innovation.",,,N,Jobin,
D211,Provisions of the Management of Deep Synthesis of Internet Information,Hinrichs,2022.0,Office of the Central Cyberspace Affairs Commission,China,Provisions of the Management of Deep Synthesis of Internet Information,"Principles: Compliance with laws and regulations, adherence to social ethics, safeguarding national security and public interests, protection of citizens' legitimate rights.​
Values: Social responsibility, ethical conduct, security, respect for individual rights."," Social responsibility, ethical conduct, security, respect for individual rights.",,,N,Hinrichs,
D212,Provisions on the Management of Algorithmic Recommendation in Internet Information Services,Hinrichs,2022.0,Cyberspace Administration of China (CAC),China,Provision on the Management of Algorithmic Recommendation in Internet Information Services,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; Values: Trust, responsibility, innovation, respect, inclusivity, sustainability​"," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,N,Hinrichs,
D213,PwC Responsible AI,Hinrichs,2024.0,PricewaterhouseCoopers (PwC),USA,PwC Responsible AI,"Principles: Governance, interpretability and explainability, bias and fairness, robustness and security, ethics and regulation; Values: Trustworthiness, accountability, transparency, equity, safety, compliance"," Trustworthiness, accountability, transparency, equity, safety, compliance",,,N,Hinrichs,
D214,PwC's Responsible AI,Hinrichs,2025.0,PricewaterhouseCoopers (PwC),USA,PwC's Responsible AI 2021,"Principles: Governance, interpretability and explainability, bias and fairness, robustness and security, ethics and regulation; Values: Trustworthiness, accountability, transparency, equity, safety, compliance​"," Trustworthiness, accountability, transparency, equity, safety, compliance​",,,N,Hinrichs,
D215,Report of COMEST on Robotics Ethics,Jobin,2017.0,UNESCO/COMEST,France,https://unesdoc.unesco.org/ark:/48223/pf0000253952?form=MG0AV3,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility.​
Values: Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility."," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,N,Jobin,
D216,Report of Comest on Robotics Ethics,Harvard,2018.0,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",International,UNESCO AI Principles,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility. Values: Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility."," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,N,Harvard,
D217,Report on Artificial Intelligence and Human Society,Jobin,2017.0,Advisory Board on Artificial Intelligence and Human Society (initiative of the Minister of State for Science and Technology Policy),Japan,https://www8.cao.go.jp/cstp/tyousakai/ai/summary/aisociety_en.pdf?form=MG0AV3,"Principles: Human-centric approach, respect for human rights, privacy protection, ensuring security, fairness, accountability, transparency, inclusivity, sustainability, collaboration.
Values: Human dignity, privacy, security, fairness, accountability, transparency, inclusivity, sustainability, collaboration."," Human dignity, privacy, security, fairness, accountability, transparency, inclusivity, sustainability, collaboration.",,,N,Jobin,
D218,Report on the Use of AI at Apple Inc.,Hinrichs,2024.0,Segal Marco Advisors (Lead Filer),USA,Apple AI Shareholder Proposal,"Principles: AI transparency reporting, ethical AI guidelines, alignment with AI Bill of Rights, corporate responsibility, sustainability; Values: Algorithmic discrimination protections, data privacy, notice and explanation, human alternatives, consideration, fallback​"," Algorithmic discrimination protections, data privacy, notice and explanation, human alternatives, consideration, fallback​",,,N,Hinrichs,
D219,Report with Recommendations to the Commission on Civil Law Rules on Robotics,Jobin,2017.0,European Parliament,EU,https://www.europarl.europa.eu/doceo/document/A-8-2017-0005_EN.html?form=MG0AV3,"Human safety, freedom of choice, privacy protection, data management, prevention of manipulation, social connectivity, equal access, limitation on human enhancement",,,,N,Jobin,
D220,Responsible AI #AIFORALL,Hinrichs,2023.0,National Institution for Transforming India (NITI Aayog),India,Responsible AI #AIFORALL,"healthcare, agriculture, education, smart cities and infrastructure, smart mobility and transportation, data availability and quality, skilled workforce, ethical considerations, privacy, security, research and development, skilling for the AI age, accelerating adoption, ethics, privacy, security",,,,N,Hinrichs,
D221,Responsible AI and Robotics. An Ethical Framework.,Jobin,2018.0,Accenture UK,UK,"https://www.accenture.com/gb-en/insights/artificial-intelligence/responsible-ai-principles-practice?form=MG0AV3
https://www.accenture.com/content/dam/accenture/final/a-com-migration/pdf/pdf-149/accenture-responsible-ai-final.pdf#zoom=50
https://www.accenture.com/gb-en/services/data-ai/responsible-ai?form=MG0AV3","Principles: Accountability, transparency, fairness, honesty, human-centricity, privacy, sustainability, safety, robustness.
Values: Trust, ethical responsibility, inclusivity, societal well-being."," Trust, ethical responsibility, inclusivity, societal well-being.",,,N,Jobin,
D222,Responsible AI Collaborative (Joint Industry Initiative),Hinrichs,2016.0,Responsible AI Institute,USA,Responsible AI Collaborative Joint Industry Initiative,"Principles: Transparency, explainability, fairness, accountability, privacy, security, robustness.​
Values: Ethical responsibility, trustworthiness, inclusivity, societal well-being."," Ethical responsibility, trustworthiness, inclusivity, societal well-being.",,,N,Hinrichs,
D223,Responsible AI DoD's Ethical Principles for AI,Hinrichs,2022.0,Carnegie Mellon,USA,Responsible AI DoD's Ethical Principles for AI,"Principles: Responsibility, equitability, traceability, reliability, governability, transparency, ethical AI development, governance, risk assessment, societal impact.
Values: Ethical responsibility, accountability, fairness, safety, security, human-centric AI, trust, sustainability."," Ethical responsibility, accountability, fairness, safety, security, human-centric AI, trust, sustainability.",,,N,Hinrichs,
D224,Responsible AI Framework,Jobin,2019.0,PricewaterhouseCoopers UK,UK,https://www.pwc.co.uk/services/risk/insights/accelerating-innovation-through-responsible-ai/responsible-ai-framework.html?form=MG0AV3,"Principles: Strategic alignment, realistic expectations, partner clarity, transparency, regulatory compliance, organizational structure. 
Values: Responsibility, accountability, transparency, ethical integrity."," Responsibility, accountability, transparency, ethical integrity.",,,N,Jobin,
D225,Responsible AI Principles,Hinrichs,2025.0,Amazon Web Services (AWS),USA,Responsible AI Principles,"Principles: fairness, explainability, privacy and security, safety, controllability, veracity and robustness, governance, transparency; Values: ethical AI use, accountability, inclusivity, trustworthiness"," ethical AI use, accountability, inclusivity, trustworthiness",,,N,Hinrichs,
D226,Responsible AI Principles and Practices,Hinrichs,2021.0,Accenture,International,Responsible AI Principles and Practices,"Principles: accountability, transparency, fairness, privacy, security, robustness, inclusivity, human-centric design, explainability, sustainability, Values: ethical responsibility, societal trust, innovation, inclusivity"," ethical responsibility, societal trust, innovation, inclusivity",,,N,Hinrichs,
D227,"Responsible AI Principles
Responsible AI Transparency Report 2024",Hinrichs,2024.0,Microsoft,USA,"https://www.microsoft.com/en-us/ai/principles-and-approach/?form=MG0AV3
https://www.microsoft.com/en-us/ai/responsible-ai?form=MG0AV3
https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/msc/documents/presentations/CSR/Responsible-AI-Transparency-Report-2024.pdf","Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability. Values: Trust, ethical responsibility, accessibility, equity, security, human oversight."," Trust, ethical responsibility, accessibility, equity, security, human oversight.",,,N,Hinrichs,
D228,Responsible AI: AI for All Approach Document,Hinrichs,2023.0,"NITI Aayog, India",India,https://www.niti.gov.in/sites/default/files/2023-03/Responsible-AI-AIForAll-Approach-Document-for-India-Part-Principles-for-Responsible-AI.pdf?form=MG0AV3&form=MG0AV3,"Principles: Inclusivity, transparency, accountability, privacy safeguards, ethical and responsible AI use, ensuring societal trust, mitigating biases and discrimination, securing informed consent, data minimization and purpose limitation, accuracy and security in data handling, and equitable AI access. Values: Ethical responsibility, fairness, societal trust, equity, innovation, and human-centric AI design."," Ethical responsibility, fairness, societal trust, equity, innovation, and human-centric AI design.",,,N,Hinrichs,
D229,Responsible Bots: 10 Guidelines for Developers of Conversational AI,Jobin,2018.0,Microsoft,USA,https://www.microsoft.com/en-us/research/publication/responsible-bots/?form=MG0AV3,"Principles: Transparency, accountability, privacy, security, reliability, safety, inclusiveness, fairness, user empowerment, continuous improvement.​
Values: Trust, ethical responsibility, respect, user autonomy, innovation"," Trust, ethical responsibility, respect, user autonomy, innovation",,,N,Jobin,
D230,Rise of the Robots,Hinrichs,2015.0,Martin Ford,USA,https://www.basicbooks.com/titles/martin-ford/rise-of-the-robots/9780465097531/,"Principles: do good, for humanity, be responsible, control risks, be ethical, be diverse and inclusive, open and share, use wisely and properly; Values: human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability"," human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability",,,N,Hinrichs,
D231,Risk Management Profile for Artificial Intelligence and Human Rights,Hinrichs,2024.0,US Department of State,USA,"https://2021-2025.state.gov/risk-management-profile-for-ai-and-human-rights/?form=MG0AV3
","Principles: Human rights protection, ethical AI development, risk assessment, transparency, accountability, compliance with international law.​
Values: Dignity, fairness, justice, responsibility, trust."," Dignity, fairness, justice, responsibility, trust.",,,N,Hinrichs,
D232,Robots Should Be Slaves,Hinrichs,2007.0,"Hertie School in Berlin, Joanna Bryson",EU,https://www.joannajbryson.org/publications,"human responsibility, transparency, accountability, ethical design, governance, non-anthropomorphization, regulation, AI as tools, moral agency, societal impact",,,,N,Hinrichs,
D233,Rome Call for AI Ethics,Hinrichs,2020.0,"Pontifical Academy for Life, Microsoft, IBM, FAO, Italian Ministry of Innovation",Italy,https://romecall.org/,"Principles: transparency, inclusion, accountability, impartiality, reliability, security, privacy Values: human dignity, shared responsibility, ethical innovation, societal trust"," human dignity, shared responsibility, ethical innovation, societal trust",,,N,Hinrichs,
D234,Russia’s AI Strategy 2030,Hinrichs,2019.0,President of the Russian Federation,Russian Federation,"https://cset.georgetown.edu/wp-content/uploads/Decree-of-the-President-of-the-Russian-Federation-on-the-Development-of-Artificial-Intelligence-in-the-Russian-Federation-.pdf?form=MG0AV3
https://government.ru/en/news/49604/?form=MG0AV3
https://wp.oecd.ai/app/uploads/2021/12/Ukraine_National_Strategy_for_Development_of_Artificial_Intelligence_in_Ukraine_2021-2030.pdf","Principles: Protection of human rights and freedoms, security, transparency, technological sovereignty, innovation cycle integrity, reasonable thrift, support for competition. 
Values: Human rights, security, transparency, technological independence, innovation, economic efficiency, competitive fairness."," Human rights, security, transparency, technological independence, innovation, economic efficiency, competitive fairness.",,,N,Hinrichs,
D235,Salesforce’s Ethical Use of Technology,Hinrichs,2023.0,Salesforce,USA,"https://www.salesforce.com/company/ethical-use-policy/?form=MG0AV3
https://www.salesforce.com/company/ethical-and-humane-use/?form=MG0AV3","Principles: Human rights, privacy, safety, transparency, inclusion. ​
Values: Trust, customer success, innovation, equality, sustainability. "," Trust, customer success, innovation, equality, sustainability. ",,,N,Hinrichs,
D236,SAP’s Guiding Principles for Artificial Intelligence,Jobin,2018.0,SAP,Germany,https://www.sap.com/documents/2022/01/a8431b91-117e-0010-bca6-c68f7e60039b.html?form=MG0AV3,"Proportionality and do not harm, safety and security, fairness and non-discrimination, sustainability, right to privacy and data protection, human oversight and determination, transparency and explainability, responsibility and accountability, awareness and literacy, multi-stakeholder and adaptive governance and collaboration",,,,N,Jobin,
D237,"Science, Law and Society (SLS) Initiative",Jobin,2017.0,The Future Society,USA,https://thefuturesociety.org/principles-law-and-society-initiative/?form=MG0AV3,"Principles: Equality and human flourishing, transparency, accountability, measurability, competence, inclusive dialogue.
Values: Human rights, dignity, freedom, transparency, accountability, effectiveness, competence, inclusivity."," Human rights, dignity, freedom, transparency, accountability, effectiveness, competence, inclusivity.",,,N,Jobin,
D238,"Scotland’s AI Strategy: Trustworthy, Ethical, and Inclusive",Hinrichs,2021.0,Scottish Government,Scotland,"Scotland's AI Strategy: Trustworthy, Ethical, and Inclusive","Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability; Values: innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct"," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,N,Hinrichs,
D239,Shanghai Jiao Tong University Global News,Hinrichs,2024.0,Shanghai Jiao Tong University,China,https://global.sjtu.edu.cn/en/news/view/1520,"Principles: data privacy, data security, copyright, academic integrity, ethics, fairness, data accuracy, regulatory mechanisms
Values: training capabilities, critical thinking cultivation"," training capabilities, critical thinking cultivation",,,N,Hinrichs,
D240,Sikh Contributions to AI Ethics,Hinrichs,2024.0,Sikh,India,https://www.sikhnet.com/news/ai-and-sikhism%C2%A0?form=MG0AV3&form=MG0AV3,"Equality, truth, seva (selfless service), community and inclusivity, environment stewardship",,,,N,Hinrichs,
D241,Singapore Model AI Governance Framework,Hinrichs,2019.0,Personal Data Protection Commission SIngapore,Singapore,https://www.pdpc.gov.sg/help-and-resources/2020/01/model-ai-governance-framework,"Transparency, explainability, repeatability/reproducibility, safety, security, robustness, fairness, data governance, accountability, human agency and oversight, inclusive growth, societal and environmental well-being.",,,,N,Hinrichs,
D242,Singapore's Approach to AI Governance,Hinrichs,2020.0,Personal Data Protection Commission Singapore,Singapore,https://www.pdpc.gov.sg/help-and-resources/2020/01/model-ai-governance-framework,"transparency, explainability, repeatability/reproducibility, safety, security, robustness, fairness, data governance, accountability, human agency and oversight, inclusive growth, societal and environmental well-being",,,,N,Hinrichs,
D243,Smart Dubai AI Ethics Principles and Guidelines,Hinrichs,2019.0,Smart Dubai,UAE,Smart Dubai 2019,"Principles: Fairness, transparency, accountability, explainability, safety, security, human values, inclusiveness​
Values: Ethical responsibility, societal trust, inclusivity, human-centric development, global collaboration"," Ethical responsibility, societal trust, inclusivity, human-centric development, global collaboration",,,N,Hinrichs,
D244,Smart Dubai Initiative,Harvard,2014.0,Smart Dubai Office,UAE,Smart Dubai 2014,"Principles: Seamless (integrated services), efficient (optimized resource use), safe (risk anticipation and protection), personalized (enriched experiences); Values: Customer happiness, economic growth, resource and infrastructure resilience"," Customer happiness, economic growth, resource and infrastructure resilience",,,N,Harvard,
D245,Sony Group AI Ethics Guidelines,Jobin,2018.0,Sony,Japan,https://www.sony.com/en/SonyInfo/sony_ai/responsible_ai.html?form=MG0AV3,"Principles: Fairness, diversity, transparency, explainability, safety, security, privacy, respect for human rights, stakeholder engagement, accountability, ethical AI development, and use. ​
Values: Fairness, diversity, transparency, safety, privacy, human rights, accountability, ethical responsibility."," Fairness, diversity, transparency, safety, privacy, human rights, accountability, ethical responsibility.",,,N,Jobin,
D246,Sony Group AI Ethics Guidelines,Hinrichs,2025.0,Sony Group,Japan,Sony Group AI Ethics Guidelines,"Principles: fairness, privacy, data governance, transparency; Values: fairness, privacy, transparency, accountability"," fairness, privacy, transparency, accountability",,,N,Hinrichs,
D247,South Korea's AI Framework Act,Hinrichs,2024.0,Korean Information Society Development Institute (KISDI),South Korea," https://ai.kisdi.re.kr/eng/main/contents.do?menuNo=500011.
https://iapp.org/news/a/analyzing-south-korea-s-framework-act-on-the-development-of-ai.","Principles: Fairness, transparency, explainability, robustness, security, safety, accountability. Values: Inclusive growth, sustainable development, well-being, human-centered values."," Inclusive growth, sustainable development, well-being, human-centered values.",,,N,Hinrichs,
D248,Stanford University HAI (SH),Hinrichs,2025.0,Stanford University,USA,"https://news.stanford.edu/stories/2025/01/report-outlines-stanford-principles-for-use-of-ai?form=MG0AV3
https://provost.stanford.edu/2025/01/09/report-of-the-ai-at-stanford-advisory-committee/
https://events.stanford.edu/event/ai-governance-at-a-turning-point-new-realities-post-ai-action-summit?form=MG0AV3
https://ethicsinsociety.stanford.edu/tech-ethics/career-pathways-professional-development/ethics-technology-and-public-policy-for-practitioners?form=MG0AV3
https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-10/GenAI_Report_REV_ExecutiveSummary%20as%20of%20Oct%2025%202024.pdf
","Principles: Human-centered AI, ethical considerations, transparency, accountability, safety, inclusivity, interdisciplinary collaboration, continuous evaluation.​
Values: Human well-being, responsibility, trust, fairness, diversity, innovation."," Human well-being, responsibility, trust, fairness, diversity, innovation.",,,N,Hinrichs,
D249,Statement on Algorithmic Transparency and Accountability,Jobin,2017.0,Association for Computing Machinery (ACM),USA,https://www.acm.org/binaries/content/assets/public-policy/2017_usacm_statement_algorithms.pdf?form=MG0AV3,"Principles: Awareness, access and redress, accountability, explanation, data provenance, auditability, validation and testing. ​
Values: Fairness, transparency, responsibility, inclusivity, trust."," Fairness, transparency, responsibility, inclusivity, trust.",,,N,Jobin,
D250,"Statement on Artificial Intelligence, Robotics, and 'Autonomous' Systems​",Floridi,2018.0,European Group on Ethics in Science and New Technologies (EGE),EU,"AI, Robotics Autonomous Systems","Principles: human dignity, autonomy, responsibility, justice, equality, non-discrimination, privacy, safety, transparency, accountability, democracy, rule of law; Values: human rights, ethical responsibility, fairness, security, societal well-being"," human rights, ethical responsibility, fairness, security, societal well-being",,,N,Floridi,
D251,Strategic Program on Artificial Intelligence,Hinrichs,2024.0,"Ministry of Education, University and Research, the Ministry of Economic Development and the Minister of Technological Innovation and Digital Transition",Italy,Italy  AI Strategy,"Principles: Human-centered AI, trustworthiness, sustainability, research and innovation, AI regulation, AI governance, public-private collaboration, security, digital transformation; Values: Economic growth, public trust, digital inclusion, ethical AI adoption, knowledge-sharing, responsible AI deployment"," Economic growth, public trust, digital inclusion, ethical AI adoption, knowledge-sharing, responsible AI deployment",,,N,Hinrichs,
D252,"Summary of the Brazilian Artificial Intelligence Strategy (EBIA)
Issuer: Ministry of Science, Technology, and Innovations (MCTI)",Hinrichs,2021.0,"Minister of Science, Technology, Innovation and Communications (MCTIC)",Brazil,Brazil National AI Strategy,"Principles: Inclusive growth, sustainability, well-being, rule of law, human rights, democratic values, transparency, security, accountability, fairness, AI governance, ethical use, international cooperation; Values: Social equity, digital inclusion, innovation, workforce development, public trust, economic growth, national competitiveness"," Social equity, digital inclusion, innovation, workforce development, public trust, economic growth, national competitiveness",,,N,Hinrichs,
D253,Sweden to Lead AI Cooperation in Nordic-Baltic Region,Hinrichs,2018.0,Government Offices of Sweden,Sweden,Sweden to Lead AI Cooperation in Nordic-Baltic Region,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; Values: Trust, responsibility, innovation, respect, inclusivity, sustainability​"," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,N,Hinrichs,
D254,Telefónica's Artificial Intelligence Principles,Harvard,2018.0,Telefónica,Spain,Telefonica's AI Principles,"Principles: Fairness, transparency and explainability, human-centric, privacy and security by design. Values: Fairness, transparency, human-centricity, privacy, security."," Fairness, transparency, human-centricity, privacy, security.",,,N,Harvard,
D255,Tencent's Responsible AI Principles,Harvard,2018.0,Tencent Holdings Ltd.,China,Tencent's Responsible AI Principles,"Principles: fairness, transparency, accountability, security, inclusiveness, sustainability; Values: ethical responsibility, societal trust, innovation, collaboration, environmental stewardship"," ethical responsibility, societal trust, innovation, collaboration, environmental stewardship",,,N,Harvard,
D256,Tesla’s AI Safety and Transparency Policies,Hinrichs,2022.0,Tesla,USA,"https://www.tesla.com/legal/additional-resources?form=MG0AV3
https://www.forbes.com/sites/lanceeliot/2022/10/02/five-key-ways-that-ai-ethics-and-ai-laws-reveal-troubling-concerns-for-teslas-ai-day-showcase-and-the-ever-expanding-ai-ambitions-of-elon-musk/?form=MG0AV3
https://montrealethics.ai/applying-the-taii-framework-on-tesla-bot/?form=MG0AV3
","Principles: Safety and reliability, transparency, accountability, privacy, fairness.
Values: Innovation, trust, responsibility, security, ethical AI development."," Innovation, trust, responsibility, security, ethical AI development.",,,N,Hinrichs,
D257,The DOL publishes best practices that employers can follow to decrease the legal risks associated with using AI in employment decisions,Hinrichs,2024.0,K&L Gates Endowment for Ethics and Computational Technologies,USA,https://www.klgates.com/The-DOL-Publishes-Best-Practices-That-Employers-Can-Follow-to-Decrease-the-Legal-Risks-Associated-With-Using-AI-in-Employment-Decisions?form=MG0AV3,"Principles: Worker empowerment, ethical AI development, governance, human oversight, transparency, protection of rights, training, data security.​
littler.com
+6
bakerbotts.com
Values: Fairness, accountability, inclusivity, privacy, safety."," Fairness, accountability, inclusivity, privacy, safety.",,,N,Hinrichs,
D258,The Ethical and Moral Implications of Artificial Intelligence,Hinrichs,2018.0,Allistene (Cerna Ethics Commission on Digital Technology and AI),France,The Ethical and Moral Implications of Artificial Intelligence,"Principles and Values: addressing the moral and ethical implications of AI; establishing robust regulatory and governance frameworks; tackling technological challenges and leveraging opportunities; fostering ethical AI design; promoting international cooperation on AI standards to ensure fairness, accountability, and shared global benefits"," addressing the moral and ethical implications of AI; establishing robust regulatory and governance frameworks; tackling technological challenges and leveraging opportunities; fostering ethical AI design; promoting international cooperation on AI standards to ensure fairness, accountability, and shared global benefits",,,N,Hinrichs,
D259,The Ethics of Advanced AI Assistants,Hinrichs,2024.0,Google DeepMind,USA,The Ethics of Advanced AI Assisstants,"Principles: safety, fairness, transparency, value alignment, risk mitigation, minimization of harm, addressing misuse and misinformation, ethical integration into society; Values: trust, ethical responsibility, inclusivity, safety, proactive governance"," trust, ethical responsibility, inclusivity, safety, proactive governance",,,N,Hinrichs,
D260,The Future of Work and Education for the Digital Age,Hinrichs,2019.0,Think20 (T20) Japan,Japan,The Future of Work and Education for the Digital Age,"Principles: inclusivity, equal opportunity, lifelong learning, financial literacy, data security; Values: societal well-being, ethical responsibility, adaptability, collaboration, innovation"," societal well-being, ethical responsibility, adaptability, collaboration, innovation",,,N,Hinrichs,
D261,The global landscape of AI ethics guidelines,Hinrichs,2019.0,"Nature Machine Intelligence​, Jobin",USA,Jobin's Global Landscape of AI Ethics Guidelines,"Principles: Transparency, justice and fairness, non-maleficence, responsibility, privacy.​
nature.com
Values: Trust, accountability, equity, ethical responsibility, safety."," Trust, accountability, equity, ethical responsibility, safety.",,,N,Hinrichs,
D262,The Heart and the Chip: Our Bright Future with Robots,Hinrichs,2024.0,Daniela Rus and Gregory Mone,USA,Heart and the Chip,"Principles: human-centric design, ethical deployment, transparency, inclusivity, sustainability; Values: innovation, societal well-being, ethical responsibility, adaptability"," innovation, societal well-being, ethical responsibility, adaptability",,,N,Hinrichs,
D263,The Montréal Declaration for a Responsible Development of Artificial Intelligence,Jobin,2018.0,Université de Montréal,Canada,https://montrealdeclaration-responsibleai.com/the-declaration?utm_source=chatgpt.com,"Principles: well-being, respect for autonomy, protection of privacy and intimacy, solidarity, democratic participation, equity, diversity and inclusion, prudence, responsibility, sustainable development Values: ethical responsibility, inclusivity, fairness, trust"," ethical responsibility, inclusivity, fairness, trust",,,N,Jobin,
D264,The New York Times Embraces AI,Hinrichs,2025.0,New York Times,USA,Integration of AI Tools in Newsroom,"Principles: Efficiency, human oversight, ethical use, transparency, editorial integrity, accuracy. Values: Trust, journalistic responsibility, innovation, transparency, human judgment."," Trust, journalistic responsibility, innovation, transparency, human judgment.",,,N,Hinrichs,
D265,The role of artificial intelligence in predicting human rights violations,Hinrichs,2024.0,OpenGlobalRights,USA,Role of AI in Predicting Human Rights,"Principles: Pattern recognition, predictive modeling, real-time monitoring, bias mitigation, privacy protection, accountability.

Values: Human rights, fairness, trust, ethical responsibility, transparency, security."," Human rights, fairness, trust, ethical responsibility, transparency, security.",,,N,Hinrichs,
D266,The Toronto Declaration: Protecting the Rights to Equality and Non-Discrimination in Machine Learning Systems,Harvard,2018.0,Amnesty International and Access Now,International,Amnesty International AI Principles,"Principles: Equality, non-discrimination, inclusion, diversity, equity, accountability, transparency, privacy and data protection, access to effective remedy, human rights protection; Values: Inclusivity, innovation, transparency, accountability, ethical responsibility"," Inclusivity, innovation, transparency, accountability, ethical responsibility",,,N,Harvard,
D267,There is a blind spot in AI Research,Jobin,2016.0,"Google Deep Minds
Crawford and Calo Article",USA,https://www.nature.com/articles/538311a,"social-systems analysis, ethical design frameworks, AI bias and discrimination, social responsibility",,,,N,Jobin,
D268,Tieto’s AI Ethics Guidelines,Jobin,2019.0,Tieto,Finland,https://www.tietoevry.com/en/newsroom/all-news-and-releases/press-releases/2018/10/tieto-strengthens-commitment-to-ethical-use-of-ai/?form=MG0AV3,"Responsibility, human rights, fairness and equality, safety and security, transparency",,,,N,Jobin,
